0.03421665	0.013656533	0.051364012	0.054824114	-0.04309621	0.08875334	0.036962856	-0.03778536	-0.034575786	-0.045894027	-0.09799687	0.012514346	-0.03637007	-0.0655103	0.054911442	-0.06371548
0.07350987	-0.017380914	0.017444732	0.065920904	-0.02940515	0.024955073	0.038842607	-0.022165962	-0.015779432	-0.00461509	-0.0925183	-0.031663045	-0.049802035	-0.03641601	0.0835092	-0.025455939
0.029290322	-0.05857649	0.002034365	0.01303493	0.029245336	0.03235464	0.006095215	-0.030090973	-0.010859272	-0.101330385	-0.020738063	-0.06445603	-0.060131125	-0.010387837	0.13177797	0.020934526
0.16024344	-0.010574583	0.027209995	0.07807678	0.041680053	0.022512577	-0.007163834	-0.011049065	-0.049686525	-0.030396754	-0.105234854	-0.0085071195	-0.021708217	-0.0056231297	0.052063808	-0.03419917
0.113801	-0.012928148	-0.051076893	0.00765031	-0.0401249	0.03444661	0.05699734	-0.04158974	-0.058633137	-0.06393472	-0.047993947	0.0047948183	-0.05164017	-0.03499373	0.043854542	0.0038762453
0.098016396	-0.016539618	-0.013388243	0.052123692	-0.11527708	0.00040456204	0.016743917	0.012758919	0.0039797355	0.013466389	-0.03321373	0.025945758	0.012420323	-0.048705798	0.055184882	0.025407737
0.053293157	-0.09303314	-0.03005165	0.0064284117	-0.05219956	0.13627376	-0.0250997	-0.01526816	-0.067716606	0.004441917	-0.10585461	0.02757429	-0.08389335	-0.016405093	0.10958179	-0.038390506
0.05143537	-0.05963644	-0.010569105	0.041337818	0.037470095	0.027873462	0.00928631	0.031324703	0.015451061	-0.031785294	-0.09418689	0.03360583	-0.0044103395	-0.039292697	0.024867909	0.026447624
0.0322121	0.007870685	-0.015410624	0.04413801	0.04054009	0.0026226353	0.010719644	-0.018299403	0.032402884	0.027998684	-0.09376676	-0.027789032	0.012494669	-0.016928578	-0.014653907	-0.09957973
0.04580086	-0.02725859	-0.023455447	-0.037023053	0.021408873	0.029258065	-0.048271716	0.047580797	-0.031081848	-0.08417707	-0.10436504	-0.080332376	-0.07471251	-0.05479906	0.046338703	-0.09255762
0.057571925	-0.015238912	0.07052906	0.02613678	-0.0129889	0.05265443	0.03424069	-0.0668434	-0.0033234789	-0.0293994	-0.07334177	-0.032798097	0.027054124	-0.0051573967	0.13355264	-0.025830252
0.131927	-0.04985974	0.021399453	0.050118707	-0.03689253	0.12875909	0.004646662	-0.05084872	-0.028180229	-0.028616795	-0.13461494	0.022618786	0.06381075	-0.023092387	0.03415825	-0.08939881
0.007462054	0.0017797304	-0.00079845206	0.04868496	0.034026165	0.035249524	0.007950158	0.028774636	-0.039916	0.024246102	0.037210546	0.017649857	-0.051883973	0.011539367	0.073600896	0.010498221
-0.04142084	-0.01005281	0.0455049	0.041548792	0.060778756	0.06304507	0.07944582	-0.039719064	-0.0011815784	0.018838583	-0.08674465	0.058488667	-0.07059327	-0.09673059	0.0468864	0.05788867
0.16884425	-0.038222227	-0.021390922	0.012185037	0.07271372	0.067484245	0.07657084	-0.0479357	-0.09419813	-0.027684718	-0.02589783	-0.06343696	-0.05791493	0.019771006	0.025022427	-0.04115194
0.036358044	-0.027353486	-0.03881184	-0.024704305	-0.0014196747	0.027104976	0.0849326	-0.13214548	0.041541588	0.01752339	-0.08615792	-0.027159132	-0.00747952	-0.026292501	0.05453748	0.045285642
0.081733406	-0.028586654	-0.07846	-0.067473754	-0.008151261	0.09086052	-0.050657786	-0.036744945	-0.0851988	-0.012961738	0.058468867	0.008247228	0.04032109	-0.02603596	0.1194019	0.0014605544
0.13655749	-0.011529827	-0.06618163	0.033081017	0.025306948	0.076373115	0.004075404	-0.11924352	-0.042375438	-0.04642323	-0.085991845	-0.028213555	0.01156269	-0.0063449177	0.111867145	0.03762401
0.039731666	-0.04701025	0.0011333555	0.063549444	-0.041699212	-0.0017838266	-0.023793083	0.08973504	-0.10375597	0.027205825	-0.092174664	0.029936023	-0.0059942463	-0.017513433	0.09781255	-0.023197303
